"houseID","yearBuilt","lastSoldPrice","latitude","longitude","homeType","architecturalStyle","bathrooms","bedrooms","livingArea","lotSize","stories","constructionMaterials","hasAttachedGarage","hasFireplace","hasView"
11828,2016,670000,45.55540466,-122.6763458,"TOWNHOUSE",NA,2.5,3,2200,1700,NA,"NA",NA,NA,0
11829,2001,415000,45.47410202,-122.4622803,"SINGLE_FAMILY",NA,3,4,2139,5227,2,"wood siding",1,1,0
11830,1991,295000,45.61085129,-122.6698303,"CONDO","Contemporary",2,2,1023,NA,2,"lap siding",0,1,1
11831,2011,515000,45.48215866,-122.5935059,"SINGLE_FAMILY","Traditional",3,4,1694,4356,2,"cement siding",1,1,0
11832,1964,617500,45.44960403,-122.5575027,"SINGLE_FAMILY","Daylight Ranch",3,4,2584,24393,2,"brick",1,1,1
11833,1951,507000,45.50706482,-122.8034134,"SINGLE_FAMILY","Ranch",1,3,996,10018,1,"cedar",1,1,1
11834,2002,389000,45.48209,-122.3740768,"SINGLE_FAMILY","Contemporary",3,3,1474,4791,2,"lap siding",1,1,1
11835,1960,250000,45.58452606,-122.7157059,"SINGLE_FAMILY",NA,1,3,1082,5000,NA,"NA",NA,1,0
11836,1925,715000,45.51152802,-122.6516495,"SINGLE_FAMILY","Bungalow",2,3,2050,5227,2,"cement siding",NA,1,1
11837,2008,353000,45.4568634,-122.7150955,"TOWNHOUSE","Tudor",2,2,1584,NA,2,"cement siding",1,1,1
11838,1948,605000,45.42124176,-122.6517181,"SINGLE_FAMILY","Mid-Century Modern",3,3,2068,15245,2,"cedar",1,1,1
11839,1969,486400,45.3196373,-122.5782089,"SINGLE_FAMILY",NA,1,1,940,988376,1,"wood siding",0,1,0
11840,1966,325000,45.53454208,-122.7024689,"CONDO","Mid-Century Modern",1,2,559,NA,1,"cedar",NA,NA,1
11841,1977,451000,45.49819565,-122.4709473,"SINGLE_FAMILY","Daylight Ranch",3,4,2915,7840,2,"cedar",1,1,0
11842,2020,695000,45.52179718,-122.6077271,"SINGLE_FAMILY","Craftsman",3,5,2942,NA,2,"shake siding",1,1,1
11843,1928,510000,45.37129974,-122.6251755,"SINGLE_FAMILY","FourSquare",2,4,3346,10018,3,"cedar",0,1,0
11844,1926,808000,45.5447731,-122.6551819,"SINGLE_FAMILY","Bungalow",3,4,2472,4791,3,"cedar",NA,1,0
11845,2004,600000,45.37441635,-122.8532639,"SINGLE_FAMILY","Traditional",3,3,2246,6098,2,"lap siding",1,1,0
11846,2004,547000,45.36986542,-122.5671997,"SINGLE_FAMILY","Craftsman",3,3,2603,4791,3,"lap siding",1,1,1
11847,1981,328000,45.49822617,-122.9407501,"TOWNHOUSE","Townhouse",2,3,1200,3920,2,"cedar",1,1,0
11848,1986,748750,45.42359161,-122.7210693,"SINGLE_FAMILY","NW Contemporary",3,4,3551,7840,3,"cedar",1,1,1
11849,1971,484900,45.41032028,-122.5861359,"SINGLE_FAMILY",NA,3,4,1941,10018,3,"cement siding",1,1,0
11850,2020,334000,45.5733757,-122.8306961,"TOWNHOUSE","Craftsman",3,2,1214,1306,3,"cement siding",1,1,0
11851,1947,342000,45.50020981,-122.5419235,"SINGLE_FAMILY","Ranch",1,2,1064,5662,1,"shake siding",0,1,0
11852,1926,350000,45.55584335,-122.5763474,"SINGLE_FAMILY","Bungalow",1,3,1623,4791,2,"wood siding",NA,NA,0
11853,1920,593000,45.53861237,-122.6192245,"SINGLE_FAMILY","Bungalow",2,4,2720,4791,3,"vinyl siding",1,1,0
11854,1958,478000,45.51232529,-122.5083694,"SINGLE_FAMILY",NA,3,4,2399,8276,2,"lap siding",1,1,0
11855,2007,785000,45.55115891,-122.4568253,"SINGLE_FAMILY","Traditional",3,3,3327,10018,2,"brick",1,1,1
11856,1966,42163,45.51576233,-122.5055466,"SINGLE_FAMILY",NA,2,3,1244,6840,NA,"NA",NA,0,1
11857,2007,180000,45.52056885,-122.4973373,"CONDO","Other",1,2,820,NA,1,"lap siding",0,NA,0
11858,1903,515000,45.5953331,-122.7449493,"SINGLE_FAMILY","Bungalow",1,2,1816,4791,1,"asbestos",NA,NA,1
11859,1921,835000,45.55282593,-122.632164,"SINGLE_FAMILY","Bungalow",3,4,2678,4791,3,"cedar",0,1,1
11860,1970,610000,45.45782089,-122.6824799,"SINGLE_FAMILY","Contemporary",3,3,1883,6534,2,"wood siding",1,1,0
11861,1979,443000,45.5007782,-122.9273224,"SINGLE_FAMILY","Ranch",2,3,1400,7840,1,"lap siding",1,1,0
11862,1999,540000,45.54629135,-122.8278351,"SINGLE_FAMILY","Ranch",2,3,1268,6098,1,"wood siding",1,1,0
11863,1994,482000,45.35201263,-122.8292847,"SINGLE_FAMILY","Traditional",3,3,1575,6969,2,"t-111 siding",1,1,1
11864,2020,366800,45.50090027,-122.5029373,"SINGLE_FAMILY","Traditional",3,3,1353,1742,NA,"NA",NA,NA,0
11865,1973,225000,45.50532913,-122.5489044,"TOWNHOUSE","Townhouse",2,2,1018,NA,2,"wood siding",1,NA,0
11866,2001,300000,45.35419464,-122.6580124,"TOWNHOUSE","Townhouse",2,2,1428,NA,2,"man made",1,1,1
11867,1977,477000,45.56542969,-122.665062,"SINGLE_FAMILY",NA,3,3,1848,4791,2,"vinyl siding",NA,1,0
11868,1971,455000,45.48888779,-122.8495712,"SINGLE_FAMILY",NA,2,4,1608,8276,2,"wood siding",1,NA,0
11869,2020,849455,45.48901367,-122.9228897,"SINGLE_FAMILY","Farmhouse",3,4,3093,NA,2,"stone",1,1,0
11870,1963,522500,45.38759232,-122.6311264,"SINGLE_FAMILY","Ranch",2,3,1654,23522,1,"wood siding",1,1,1
11871,1979,762000,45.49714661,-122.7376099,"SINGLE_FAMILY","Contemporary",3,5,3512,10890,2,"wood siding",1,1,0
11872,2015,244000,45.53915024,-122.4411316,"SINGLE_FAMILY","Craftsman",2,3,1803,5227,NA,"NA",NA,1,0
11873,1966,339000,45.52200699,-122.5077286,"SINGLE_FAMILY",NA,2,3,1638,12632,1,"aluminum siding",1,1,1
11874,2021,829000,45.48830032,-122.9224167,"SINGLE_FAMILY","NW Contemporary",3,3,2571,NA,1,"stone",1,1,0
11875,1966,395000,45.43371964,-122.7830658,"SINGLE_FAMILY","Ranch",2,3,1322,7840,1,"cedar",1,1,1
11876,2009,1246000,45.41760254,-122.8362198,"SINGLE_FAMILY","Traditional",4,4,4333,12196,2,"brick",1,1,1
11877,1924,860000,45.55406952,-122.6459885,"SINGLE_FAMILY","Contemporary",3,4,2246,3484,3,"other",0,NA,0
11878,1999,450000,45.5229454,-122.9377289,"SINGLE_FAMILY","Traditional",3,3,1826,6969,2,"lap siding",1,1,0
11879,1979,400000,45.50294495,-122.4066238,"SINGLE_FAMILY","Ranch",2,3,1460,7840,1,"vinyl siding",1,0,0
11880,2012,392000,45.51394653,-122.8913727,"SINGLE_FAMILY","Traditional",3,3,1508,2613,2,"cement siding",1,NA,0
11881,2009,825000,45.42881012,-122.7983856,"SINGLE_FAMILY","Custom Style",4,4,2818,14374,1,"cement siding",1,1,1
11882,1979,525000,45.54141617,-122.7989731,"SINGLE_FAMILY",NA,3,5,3020,11326,NA,"wood frame",NA,1,0
11883,1963,425000,45.50439072,-122.8154297,"SINGLE_FAMILY","Ranch",1,3,960,7840,1,"wood siding",1,1,1
11884,1957,360000,45.51824951,-122.494072,"SINGLE_FAMILY","Ranch",1,3,1296,7840,1,"vinyl siding",1,1,0
11885,2004,406900,45.48649979,-122.4201431,"SINGLE_FAMILY","Contemporary",2,3,1469,5662,1,"cement siding",1,1,0
11886,2001,754000,45.43667221,-122.8429718,"SINGLE_FAMILY","Traditional",4,6,3927,7840,3,"stone",1,1,1
11887,1948,296800,45.34965515,-122.6069717,"SINGLE_FAMILY","Ranch",1,2,760,4791,1,"cedar",1,NA,0
11888,1980,495000,45.5071106,-122.6795654,"CONDO","Custom Style",2,2,1593,NA,1,"other",1,1,1
11889,1950,323000,45.50782776,-122.5158844,"SINGLE_FAMILY","Ranch",1,2,768,7405,1,"brick",1,NA,0
11890,1977,655000,45.5253067,-122.7693329,"SINGLE_FAMILY",NA,3,5,3326,13068,3,"cedar",1,1,1
11891,1948,985675,45.39510727,-122.730484,"SINGLE_FAMILY","Ranch",3,4,2835,19602,1,"board & batten siding",1,NA,1
11892,1943,565000,45.57063293,-122.6948395,"SINGLE_FAMILY","Capecod",1,3,2154,4791,3,"aluminum siding",0,1,1
11893,1992,470000,45.5057106,-122.9089737,"SINGLE_FAMILY",NA,3,4,1843,5662,2,"lap siding",1,1,0
11894,2004,570000,45.36986923,-122.5665131,"SINGLE_FAMILY","Craftsman",3,4,2345,4791,2,"cement siding",1,1,1
11895,1998,610000,45.56503296,-122.8280563,"SINGLE_FAMILY","Traditional",3,4,2329,4356,2,"brick",1,1,1
11896,2011,403000,45.52138519,-122.8711853,"SINGLE_FAMILY","Craftsman",2.5,3,1624,2178,NA,"wood frame",NA,1,0
11897,1991,733507,45.51430893,-122.7519379,"SINGLE_FAMILY",NA,4,4,3907,9147,2,"brick",1,1,1
11898,1988,2200000,45.34894562,-122.7000046,"SINGLE_FAMILY","Traditional",4,4,5274,219106,2,"brick",1,1,1
11899,2018,384995,45.48633194,-122.4088898,"SINGLE_FAMILY",NA,3,4,1863,3049,2,"cement siding",1,NA,0
11900,1998,765000,45.45658112,-122.8503342,"SINGLE_FAMILY","Daylight Ranch",4,5,3386,9583,3,"lap siding",1,1,1
11901,1925,366300,45.45798492,-122.6222458,"SINGLE_FAMILY",NA,1,3,1552,13886,NA,"NA",NA,NA,0
11902,2004,425000,45.47306061,-122.8894577,"SINGLE_FAMILY","Traditional",3,4,1885,3484,2,"brick",1,1,0
11903,1989,474000,45.5111084,-122.9282684,"SINGLE_FAMILY","Traditional",3,3,1392,6098,2,"cedar",1,1,0
11904,1953,559800,45.45108032,-122.6089706,"SINGLE_FAMILY","Capecod",3,4,3675,9147,2,"lap siding",1,NA,0
11905,1989,900000,45.27178574,-122.6115036,"SINGLE_FAMILY","Contemporary",3,3,3082,456944,3,"vinyl siding",1,1,1
11906,2006,370000,45.45078659,-122.837883,"SINGLE_FAMILY",NA,3,3,1742,1742,NA,"wood frame",NA,1,0
11907,2021,581900,45.5246048,-123.029747,"SINGLE_FAMILY","Farmhouse",3,4,2345,5227,2,"cement siding",1,1,0
11908,1950,480000,45.50602341,-122.635643,"SINGLE_FAMILY","Cottage",1,2,864,4791,1,"cedar",NA,0,0
11909,1971,600000,45.43248367,-122.707077,"SINGLE_FAMILY",NA,2,2,1492,5662,1,"cedar",1,1,0
11910,1987,315000,45.61164474,-122.689682,"SINGLE_FAMILY","Contemporary",3,2,1168,1500,2,"metal siding",NA,0,1
11911,2020,879495,45.44008636,-122.510025,"SINGLE_FAMILY","Colonial",5,5,3790,NA,3,"cement siding",1,1,1
11912,1940,529000,45.50358582,-122.7528305,"SINGLE_FAMILY","Capecod",3,3,3674,11761,3,"cedar",1,1,1
11913,1947,590000,45.46922684,-122.6468582,"SINGLE_FAMILY","English",2,4,2256,4791,3,"cedar",0,1,1
11914,2004,350000,45.36220169,-122.8532104,"SINGLE_FAMILY",NA,3,3,1514,1742,NA,"wood frame",NA,1,0
11915,1969,475000,45.51283264,-122.4072037,"SINGLE_FAMILY","Ranch",3,4,2296,8276,2,"brick",1,1,1
11916,1992,415000,45.51415634,-122.4114685,"SINGLE_FAMILY","Ranch",2,3,1527,9147,1,"brick",1,1,0
11917,2001,299500,45.53148651,-122.4395676,"TOWNHOUSE","Row House",3,2,1440,2178,2,"brick",0,1,0
11918,1959,475000,45.44195557,-122.6136932,"SINGLE_FAMILY","Ranch",2,3,1324,7405,1,"wood siding",1,1,1
11919,2004,580000,45.47226715,-122.4632339,"SINGLE_FAMILY","Traditional",3,5,2990,4791,2,"brick",1,1,1
11920,2005,248000,45.50324249,-122.6806412,"CONDO","Contemporary",1,1,490,NA,1,"other",NA,NA,1
11921,2007,660000,45.47585678,-122.4882355,"SINGLE_FAMILY","Craftsman",3,4,2949,10018,2,"stone",1,1,0
11922,1970,445000,45.51202774,-122.4300156,"SINGLE_FAMILY","Daylight Ranch",3,4,2376,8712,2,"brick",1,1,0
11923,2020,748713,45.49024582,-122.9088593,"SINGLE_FAMILY","NW Contemporary",3,4,3110,NA,2,"cedar",0,1,1
11924,1990,415000,45.51639938,-122.890213,"SINGLE_FAMILY","Traditional",3,3,1348,5227,2,"lap siding",1,1,0
11925,1977,235000,45.51752472,-122.6493073,"CONDO","Other",1,1,515,0,NA,"frame",NA,0,0
11926,1994,600000,45.39094162,-122.7879105,"SINGLE_FAMILY",NA,2,4,2210,7840,1,"lap siding",1,1,0
11927,2006,1820000,45.41740036,-122.7025986,"SINGLE_FAMILY","Country French",4,4,4868,17424,2,"cedar",1,1,1
11928,1997,540000,45.55290985,-122.8492966,"SINGLE_FAMILY","Traditional",3,4,2404,6098,2,"lap siding",1,1,0
11929,1993,475000,45.48169708,-122.8396835,"SINGLE_FAMILY","Ranch",2,3,1408,8276,1,"wood siding",1,1,0
11930,2020,519900,45.48501968,-122.5893936,"CONDO","Contemporary",4,3,1796,1742,3,"cement siding",1,1,0
11931,1935,651400,45.37918854,-122.4900436,"SINGLE_FAMILY","Ranch",2,2,2046,69260,1,"vinyl siding",0,1,1
11932,1955,605000,45.45687485,-122.6776123,"SINGLE_FAMILY","Contemporary",2,3,2021,10454,2,"brick",1,1,1
11933,2020,775000,45.45697021,-122.5094147,"SINGLE_FAMILY","Farmhouse",4,4,2790,7405,2,"cement siding",1,1,1
11934,1963,500000,45.46744537,-122.7817993,"SINGLE_FAMILY",NA,2,4,1931,8712,2,"brick",1,1,0
11935,1999,322000,45.54154968,-122.5684814,"CONDO","Row House",3,3,1940,871,3,"lap siding",1,1,1
11936,1910,675000,45.51818848,-122.6017456,"SINGLE_FAMILY","Craftsman",2,4,3088,5227,2,"aluminum siding",0,NA,0
11937,1992,480000,45.47172165,-122.8513641,"SINGLE_FAMILY","Traditional",3,4,1942,6969,2,"cement siding",1,1,1
11938,2003,273000,45.51542282,-122.6853714,"CONDO","Contemporary",2,1,748,NA,2,"man made",NA,1,1
11939,1970,255000,45.46377945,-122.7032547,"CONDO",NA,1.5,2,920,NA,NA,"NA",NA,NA,0
11940,2018,736500,45.44725037,-122.747406,"SINGLE_FAMILY",NA,4,5,3259,10890,NA,"NA",NA,1,0
11941,2002,489000,45.510849,-122.4521103,"SINGLE_FAMILY",NA,3,3,2016,6992,NA,"NA",NA,1,0
11942,2006,515000,45.47560883,-122.3987961,"SINGLE_FAMILY","Traditional",3,3,2060,4791,2,"lap siding",1,1,1
11943,1956,395075,45.47363663,-122.7962418,"SINGLE_FAMILY","Ranch",2,3,1056,7405,1,"wood siding",1,1,0
11944,2018,320000,45.56829071,-122.6828461,"CONDO","Contemporary",2,2,1092,NA,1,"cement siding",NA,NA,0
11945,1957,689950,45.48774338,-122.6278381,"SINGLE_FAMILY",NA,3,5,2871,7840,NA,"NA",NA,1,0
11946,2008,244900,45.71385956,-122.8709869,"SINGLE_FAMILY","Cottage",1,1,937,NA,1,"vinyl siding",NA,NA,1
11947,1912,730000,45.55789948,-122.6376038,"SINGLE_FAMILY","Bungalow",2,3,2865,3920,3,"lap siding",1,1,0
11948,2001,576000,45.35752106,-122.8644257,"SINGLE_FAMILY","Custom Style",4,4,3376,6969,3,"cement siding",1,1,1
11949,1985,579900,45.43864059,-122.7131882,"SINGLE_FAMILY","Contemporary",2,3,2311,11325,1,"wood siding",1,1,1
11950,1932,825000,45.52873993,-122.6163406,"SINGLE_FAMILY","English",3,4,2661,6098,3,"stucco",0,1,0
11951,1938,555000,45.45859909,-122.6934357,"SINGLE_FAMILY","Bungalow",3,3,2489,11325,3,"cement siding",0,1,0
11952,1974,435000,45.47218323,-122.8649902,"SINGLE_FAMILY","Ranch",2,3,1172,9147,1,"wood siding",1,1,0
11953,1917,612000,45.54297256,-122.6062088,"SINGLE_FAMILY","Bungalow",2,3,2544,4356,3,"wood siding",NA,1,0
11954,2005,395500,45.53190231,-122.4405746,"TOWNHOUSE","Townhouse",3,3,1782,2613,2,"board & batten siding",0,1,0
11955,1909,444900,45.49752426,-122.4348679,"SINGLE_FAMILY","Bungalow",1,2,2410,12196,2,"lap siding",0,1,1
11956,1924,500000,45.57425308,-122.6577682,"SINGLE_FAMILY",NA,2,2,1272,6000,NA,"NA",NA,NA,0
11957,1911,625000,45.50862122,-122.6204605,"SINGLE_FAMILY","Craftsman",2,3,2200,3484,3,"asbestos",0,1,0
11958,1979,350000,45.4086647,-122.5787506,"SINGLE_FAMILY",NA,2,3,1379,10001,NA,"NA",NA,1,0
11959,2020,706220,45.44076157,-122.7993851,"SINGLE_FAMILY","Traditional",3,4,3136,5400,2,"cement siding",1,1,1
11960,1990,740000,45.52755737,-122.844429,"SINGLE_FAMILY","Traditional",3,4,2827,8276,2,"brick",1,1,0
11961,2000,392000,45.54601288,-122.9691238,"SINGLE_FAMILY","Traditional",3,3,1678,3049,2,"shingle siding",1,1,0
11962,1996,230000,45.51728058,-122.7441711,"CONDO",NA,1,1,707,NA,1,"block",1,1,1
11963,1912,1360000,45.5366478,-122.6408157,"SINGLE_FAMILY","Craftsman",4,5,5413,10018,4,"brick",0,1,0
11964,1949,508500,45.54511642,-122.5702744,"SINGLE_FAMILY","Capecod",3,5,2760,5662,2,"wood siding",1,1,0
11965,1968,550000,45.47672653,-122.7445297,"SINGLE_FAMILY","Daylight Ranch",2,4,1850,11325,2,"cedar",1,1,1
11966,1948,700000,45.58612823,-122.7423096,"SINGLE_FAMILY","Tudor",3,4,2822,10018,3,"metal siding",0,1,1
11967,1954,525000,45.46864319,-122.6219254,"SINGLE_FAMILY","Ranch",2,3,1848,7405,1,"lap siding",0,1,0
11968,1947,520000,45.55391312,-122.6185226,"SINGLE_FAMILY",NA,2,3,2144,8276,NA,"NA",NA,1,0
11969,2000,670000,45.35020065,-122.6456909,"TOWNHOUSE","Townhouse",4,3,3539,7405,3,"stone",1,1,1
11970,1972,375000,45.49065781,-122.8714981,"SINGLE_FAMILY","Ranch",2,3,1008,7405,1,"lap siding",1,NA,0
11971,1960,490000,45.50743866,-122.5457077,"SINGLE_FAMILY","Ranch",2,3,2104,7840,2,"brick",1,1,0
11972,1966,350000,45.46887589,-122.5928497,"SINGLE_FAMILY","Traditional",1,3,1014,4791,1,"lap siding",NA,NA,0
11973,1989,480000,45.54113007,-122.9868851,"SINGLE_FAMILY","Traditional",3,3,1783,9147,2,"brick",1,1,0
11974,2004,270500,45.59333038,-122.7319336,"TOWNHOUSE","Townhouse",2,2,1020,1306,2,"lap siding",0,NA,0
11975,1943,486000,45.56033707,-122.5909348,"SINGLE_FAMILY","Capecod",2,3,1443,5662,2,"vinyl siding",NA,1,0
11976,1999,305000,45.44410706,-122.8251038,"TOWNHOUSE","Townhouse",3,2,1230,1306,2,"vinyl siding",0,1,1
11977,1958,750000,45.40299606,-122.7015305,"SINGLE_FAMILY","Daylight Ranch",3,5,2777,14810,2,"wood siding",1,1,0
11978,2018,760000,45.48983383,-122.677269,"SINGLE_FAMILY",NA,4,3,2535,1875,NA,"NA",NA,1,0
11979,1929,680000,45.53865814,-122.6022644,"SINGLE_FAMILY","English",2,3,2552,3920,3,"cedar",0,1,0
11980,1977,440000,45.49946594,-122.4425888,"SINGLE_FAMILY","Contemporary",2,3,3082,10454,2,"lap siding",1,1,1
11981,1926,1200000,45.55222321,-122.635582,"SINGLE_FAMILY","Colonial",3,4,2923,4791,3,"stucco",0,1,0
11982,2012,420000,45.3339119,-122.5656052,"SINGLE_FAMILY","Traditional",3,3,1600,3049,2,"lap siding",1,1,0
11983,2002,345000,45.53598404,-122.9947433,"SINGLE_FAMILY",NA,3,3,1486,2178,2,"cement siding",1,1,0
11984,2003,405000,45.47387314,-122.3706512,"SINGLE_FAMILY","Ranch",2,3,1725,4791,1,"vinyl siding",1,NA,0
11985,1908,572717,45.56821442,-122.6837006,"SINGLE_FAMILY",NA,2,3,2163,3484,NA,"NA",NA,0,1
11986,2008,270000,45.52654648,-122.8956223,"TOWNHOUSE","Row House",3,2,1199,NA,3,"cement siding",1,1,1
11987,2000,1130000,45.45705795,-122.5548477,"SINGLE_FAMILY","Daylight Ranch",5,4,5267,13503,2,"brick",1,1,1
11988,1980,555000,45.47392654,-122.8356781,"SINGLE_FAMILY","Traditional",2,3,1778,8712,2,"t-111 siding",1,1,0
11989,2001,415000,45.45389557,-122.8374329,"SINGLE_FAMILY","Craftsman",3,4,1574,3049,2,"stone",1,1,1
11990,2017,927500,45.49837494,-122.78685,"SINGLE_FAMILY",NA,4,4,3055,17860,NA,"NA",NA,1,0
11991,1978,468000,45.45507813,-122.8198471,"SINGLE_FAMILY","Ranch",2,3,1602,10018,1,"cedar",1,1,1
11992,2017,850000,45.53156662,-122.7816315,"SINGLE_FAMILY","Tudor",4,4,2956,4791,3,"brick",1,1,1
11993,1974,585000,45.47680664,-122.8379364,"SINGLE_FAMILY",NA,3,4,1766,7840,1,"cedar",1,1,0
11994,1970,339900,45.43264008,-122.5949402,"SINGLE_FAMILY","Ranch",1,3,960,6969,1,"t-111 siding",1,1,0
11995,2007,390000,45.52939224,-122.3955154,"SINGLE_FAMILY",NA,3,4,1947,3049,2,"cement siding",1,1,0
11996,1981,875000,45.4497261,-122.6933823,"SINGLE_FAMILY","Contemporary",3,3,2819,10890,2,"cedar",1,1,0
11997,1985,730000,45.52558136,-122.8432312,"SINGLE_FAMILY","Traditional",4,4,3552,10018,2,"wood siding",1,1,0
11998,1996,920000,45.44418335,-122.84375,"SINGLE_FAMILY","Contemporary",4,5,4036,12632,3,"brick",1,1,1
11999,2016,495000,45.52527618,-122.8411179,"SINGLE_FAMILY","Contemporary",3,3,1720,2178,2,"cement siding",1,1,0
12000,1969,345000,45.51184845,-122.6434021,"CONDO","Other",1,2,775,NA,1,"brick",NA,NA,0
12001,2006,403000,45.32266617,-122.6257019,"TOWNHOUSE","Townhouse",3,3,1823,3920,2,"lap siding",1,1,0
12002,1954,445000,45.49537659,-122.800705,"SINGLE_FAMILY","Mid-Century Modern",1,3,984,8276,1,"shingle siding",1,0,1
12003,2006,760000,45.49757004,-122.6690598,"CONDO","Contemporary",2,2,1632,NA,1,"other",1,1,1
12004,1965,548000,45.47819138,-122.4684219,"SINGLE_FAMILY","Ranch",3,3,4420,NA,2,"lap siding",1,1,1
12005,1941,775000,45.56663895,-122.6288376,"SINGLE_FAMILY","Capecod",2,4,2470,4791,3,"lap siding",1,NA,0
12006,1998,590000,45.35591125,-122.8583145,"SINGLE_FAMILY","Traditional",3,4,2311,6098,2,"cedar",1,1,0
12007,1990,430000,45.56238937,-122.8964386,"SINGLE_FAMILY","Traditional",3,3,1882,4791,2,"cedar",1,1,0
12008,2016,1650000,45.54748917,-122.6273956,"SINGLE_FAMILY","Contemporary",5,6,4842,4791,4,"cedar",0,1,0
12009,1962,464300,45.51648331,-122.9636993,"SINGLE_FAMILY",NA,2,3,1278,10890,NA,"wood frame",NA,1,0
12010,1943,812000,45.4863472,-122.7009735,"SINGLE_FAMILY","Traditional",2,4,3289,17424,3,"brick",1,1,1
12011,1958,539000,45.508255,-122.8084946,"SINGLE_FAMILY","Daylight Ranch",3,4,1762,10018,3,"wood siding",1,1,0
12012,2004,955888,45.5372963,-122.8077698,"SINGLE_FAMILY","Traditional",3,4,3850,7840,2,"stone",1,1,1
12013,1998,627021,45.43318176,-122.8408356,"SINGLE_FAMILY","Traditional",3,4,2665,10454,2,"cement siding",1,1,1
12014,1999,525000,45.36820602,-122.5744781,"SINGLE_FAMILY","Traditional",3,3,1737,11761,2,"t-111 siding",1,1,1
12015,1952,341000,45.44184875,-122.6177597,"SINGLE_FAMILY","Ranch",1,2,720,6534,1,"vinyl siding",1,NA,1
12016,2005,378000,45.49226379,-122.8564453,"TOWNHOUSE","Townhouse",4,3,1432,1306,3,"cement siding",1,1,0
12017,1911,650000,45.50527954,-122.6248627,"SINGLE_FAMILY","Craftsman",1,3,2479,4356,3,"wood siding",1,1,0
12018,2002,699000,45.54458237,-122.7901306,"SINGLE_FAMILY","Other",3,4,3363,4791,3,"cedar",1,1,1
12019,1990,480000,45.52505112,-122.701889,"CONDO","Contemporary",2,2,1068,NA,2,"cement siding",1,NA,1
12020,1978,330000,45.48403549,-122.4633255,"CONDO",NA,2,3,1088,5662,NA,"NA",NA,1,0
12021,1994,720000,45.42520523,-122.8174515,"SINGLE_FAMILY","Contemporary",3,4,3093,7405,2,"cedar",1,1,0
12022,2006,565000,45.35255432,-122.7823639,"SINGLE_FAMILY","English",3,4,2981,4356,2,"lap siding",1,1,0
12023,1978,410000,45.4843483,-122.4632034,"SINGLE_FAMILY",NA,2,3,1088,5227,1,"wood composite",1,1,1
12024,1948,480000,45.57021713,-122.6289978,"SINGLE_FAMILY","Bungalow",1,2,1728,5662,2,"vinyl siding",1,1,0
12025,1996,798000,45.35306549,-122.6667099,"SINGLE_FAMILY","Traditional",3,5,3248,9583,2,"brick",1,1,1
12026,1937,500000,45.57697296,-122.6693649,"SINGLE_FAMILY","Cottage",2,4,1924,4791,2,"brick",1,1,0
12027,1952,475005,45.5916481,-122.7213516,"SINGLE_FAMILY","Capecod",2,4,1153,4791,2,"vinyl siding",1,NA,0
12028,2016,879000,45.47169113,-122.6145782,"SINGLE_FAMILY","Colonial",4,4,2859,4791,2,"lap siding",0,1,0
12029,1999,470000,45.51104355,-122.912262,"SINGLE_FAMILY",NA,4,6,2600,6534,2,"lap siding",1,1,0
12030,1993,550000,45.54024124,-122.9953613,"SINGLE_FAMILY","Traditional",3,4,2092,9583,2,"cement siding",1,1,1
12031,1923,950000,45.54994202,-122.6379395,"SINGLE_FAMILY","Tudor",3,4,4130,6534,3,"stucco",1,1,1
12032,1974,998000,45.39489365,-122.7092514,"SINGLE_FAMILY","Traditional",4,4,4338,21344,2,"cement siding",1,NA,1
12033,1995,300000,45.49308014,-122.3849335,"SINGLE_FAMILY",NA,2,3,1706,10164,NA,"NA",NA,NA,0
12034,1994,309600,45.51931381,-122.8982239,"SINGLE_FAMILY","Ranch",2,3,1230,NA,1,"lap siding",1,1,1
12035,1949,322000,45.5182724,-122.8121872,"SINGLE_FAMILY",NA,1,2,1132,7405,1,"wood siding",0,0,0
12036,1958,595000,45.40724564,-122.6709061,"SINGLE_FAMILY","Daylight Ranch",2,4,2426,9583,2,"cedar",1,1,1
12037,2020,1250000,45.48744965,-122.9214325,"SINGLE_FAMILY","NW Contemporary",4,3,3227,10450,1,"stone",1,1,1
12038,2017,715000,45.43230438,-122.4977112,"SINGLE_FAMILY","Traditional",3,4,3100,6534,2,"cement siding",1,1,0
12039,1968,550000,45.43619156,-122.5934448,"SINGLE_FAMILY",NA,3,3,2174,7405,2,"cedar",1,1,0
12040,1997,649950,45.60308456,-122.832016,"SINGLE_FAMILY","Daylight Ranch",3,5,3104,41817,2,"cement siding",1,1,1
12041,1960,640000,45.40436554,-122.6672287,"SINGLE_FAMILY","Craftsman",2,5,1872,7405,3,"cedar",1,1,0
12042,2010,285000,45.5032196,-122.5521622,"TOWNHOUSE","Townhouse",4,3,1580,NA,3,"lap siding",1,NA,0
12043,2015,540000,45.51317978,-122.7732773,"SINGLE_FAMILY","Contemporary",3,3,2059,2178,2,"board & batten siding",1,1,0
12044,1955,741000,45.51166153,-122.7640457,"SINGLE_FAMILY","Daylight Ranch",3,4,3735,19602,2,"wood siding",1,1,0
12045,1977,173000,45.4838028,-122.801384,"SINGLE_FAMILY",NA,2,2,782,NA,NA,"wood frame",NA,NA,0
12046,1958,612000,45.57260895,-122.6357574,"SINGLE_FAMILY","Ranch",3,3,2808,9583,2,"brick",1,1,1
